iter	Logloss
481	0.1983555561
482	0.1982936264
483	0.1981615257
484	0.198005264
485	0.1979129092
486	0.1978078328
487	0.197709077
488	0.1976080226
489	0.1974780314
490	0.1973991005
491	0.1972906215
492	0.1970880155
493	0.1970035947
494	0.1969053086
495	0.1968078063
496	0.1967198697
497	0.1964919356
498	0.1964025049
499	0.1962819947
500	0.196161725
501	0.1961005356
502	0.1960019423
503	0.1959285568
504	0.1958566738
505	0.1957000039
506	0.1955973861
507	0.1954605084
508	0.1953467342
509	0.1952208919
510	0.1950277731
511	0.194933039
512	0.1948273825
513	0.1947289144
514	0.1946112296
515	0.1945035744
516	0.1943944383
517	0.1942527599
518	0.1941546089
519	0.1940571469
520	0.1939231952
521	0.1938384031
522	0.1937513886
523	0.1936421664
524	0.1935713367
525	0.1934565439
526	0.1933474628
527	0.1932150509
528	0.1930918358
529	0.1929359091
530	0.1928265451
531	0.1927088343
532	0.1926003449
533	0.1924707206
534	0.1924184001
535	0.1922379384
536	0.1921371652
537	0.1920024274
538	0.191826486
539	0.1916960699
540	0.1916141585
541	0.1915213204
542	0.1913248875
543	0.1912184309
544	0.1911459587
545	0.1910517837
546	0.1909287341
547	0.1907473064
548	0.1905698188
549	0.1904995654
550	0.1904553488
551	0.1903739953
552	0.1902783956
553	0.1902152597
554	0.1901173491
555	0.1900145203
556	0.1899174828
557	0.1898252702
558	0.1897379695
559	0.1895747133
560	0.1894866691
561	0.1893992651
562	0.1892844803
563	0.1891901666
564	0.1890625786
565	0.1888831686
566	0.1887310707
567	0.1885855007
568	0.1884775713
569	0.188356306
570	0.18817719
571	0.1881372319
572	0.1880795411
573	0.1879389035
574	0.1878559152
575	0.1877774893
576	0.1877304669
577	0.1876548972
578	0.1875859396
579	0.1874909632
580	0.1873448654
581	0.1872632249
582	0.1871494685
583	0.1870866002
584	0.1869535094
585	0.1867662455
586	0.1866305552
587	0.1865311528
588	0.1864475373
589	0.1863670629
590	0.1862553437
591	0.1861498716
592	0.1860295391
593	0.1859182013
594	0.1858446766
595	0.1857550323
596	0.1856990853
597	0.1855883466
598	0.1854852346
599	0.1854342568
600	0.1853797447
601	0.1852553677
602	0.1851320867
603	0.1851184109
604	0.1850291376
605	0.1849102291
606	0.1847605291
607	0.1846384317
608	0.1845230996
609	0.1844334421
610	0.1843351982
611	0.1842325098
612	0.1841330083
613	0.1840254351
614	0.1839310299
615	0.1838650676
616	0.1837995972
617	0.1837075709
618	0.1836063987
619	0.1834629246
620	0.1833797609
621	0.1833290916
622	0.1831686861
623	0.1830513676
624	0.182992666
625	0.1829349149
626	0.1828737007
627	0.1827239512
628	0.1826113699
629	0.1825240931
630	0.1824296771
631	0.1823395407
632	0.1822512723
633	0.1821098389
634	0.182050655
635	0.1819644379
636	0.181874847
637	0.1817379026
638	0.1816998603
639	0.1816603638
640	0.1815343632
641	0.1814800023
642	0.1813862787
643	0.1813245765
644	0.1812752306
645	0.1811983311
646	0.1811847608
647	0.1811070936
648	0.1810032998
649	0.1809519473
650	0.1808587367
651	0.1807887627
652	0.1806442624
653	0.1805388708
654	0.1804631246
655	0.1803890785
656	0.1802856164
657	0.1802697969
658	0.1801782283
659	0.1801222923
660	0.1799892895
661	0.1799230632
662	0.1798619275
663	0.179750092
664	0.1796442765
665	0.1795227507
666	0.1794258177
667	0.1793668671
668	0.1792765545
669	0.1792162598
670	0.1791405049
671	0.179027415
672	0.1789051198
673	0.1788617718
674	0.1787500621
675	0.1786748428
676	0.1786197552
677	0.1784651634
678	0.1783843519
679	0.1783111828
680	0.1782130341
681	0.1780712459
682	0.1780027599
683	0.1779515075
684	0.1779038526
685	0.1778055285
686	0.1777040347
687	0.1775981304
688	0.1775068072
689	0.1774323718
690	0.1773427486
691	0.1772831623
692	0.177176943
693	0.1770819343
694	0.1769669178
695	0.1769130175
696	0.1767836268
697	0.1767081305
698	0.1766536355
699	0.1765766984
700	0.1764466902
701	0.176361025
702	0.1762577574
703	0.1761563985
704	0.1760921962
705	0.1760200669
706	0.1759434814
707	0.1758220749
708	0.1757292062
709	0.175599659
710	0.1755451457
711	0.1754338381
712	0.1752990298
713	0.1752050526
714	0.1751345893
715	0.1750783929
716	0.1750014056
717	0.174935722
718	0.1748720169
719	0.1747972515
720	0.1747229513
721	0.1746473104
722	0.1745779476
723	0.1745351073
724	0.174457238
725	0.1743796738
726	0.1743253583
727	0.1742500444
728	0.1741841019
729	0.1740726419
730	0.1739986689
731	0.1738664859
732	0.1737720965
733	0.1736942845
734	0.1736347716
735	0.1735107711
736	0.1733996347
737	0.1733352008
738	0.1732859186
739	0.173202983
740	0.1731361245
741	0.1730452432
742	0.1729754746
743	0.172926765
744	0.1728691003
745	0.172798222
746	0.1727259194
747	0.1726429665
748	0.1726251661
749	0.1725462983
750	0.1724822848
751	0.172407921
752	0.1723326223
753	0.1722041112
754	0.1720288411
755	0.1719297989
756	0.1718621445
757	0.1717495198
758	0.1716841043
759	0.1715986475
760	0.1714888843
761	0.171352695
762	0.1712499882
763	0.1711802091
764	0.1710583227
765	0.1709361906
766	0.1708416242
767	0.1707578135
768	0.1706736394
769	0.1705799881
770	0.170465289
771	0.1703644066
772	0.1702505598
773	0.1702083566
774	0.1701005465
775	0.1700350424
776	0.1699813207
777	0.1698853911
778	0.1697949604
779	0.1697486057
780	0.1697057635
781	0.169670579
782	0.1696184612
783	0.1695208668
784	0.1694569005
785	0.1693980048
786	0.169352878
787	0.169309374
788	0.1691835772
789	0.1690687781
790	0.1689601566
791	0.1687836807
792	0.1687098358
793	0.1686603606
794	0.1685691964
795	0.1684816803
796	0.1683928647
797	0.1683533379
798	0.1682995854
799	0.1682204373
800	0.1681621445
801	0.1680343352
802	0.1680063991
803	0.1679278213
804	0.1677948551
805	0.167700684
806	0.1676171618
807	0.167535506
808	0.1674728364
809	0.1674301267
810	0.1673806975
811	0.1673507175
812	0.1672579252
813	0.1671957163
814	0.1670948132
815	0.1670207111
816	0.1669284902
817	0.1668901632
818	0.1668217013
819	0.1667608188
820	0.1666576811
821	0.1665994897
822	0.1665103725
823	0.166464056
824	0.1664014319
825	0.1663236648
826	0.1662632996
827	0.1661667863
828	0.1660707479
829	0.1659736277
830	0.1659188236
831	0.1658426037
832	0.1657668469
833	0.1657360246
834	0.1656339062
835	0.1655846392
836	0.1655299498
837	0.1654281848
838	0.1653666857
839	0.1652572898
840	0.1651985847
841	0.1651462856
842	0.1650817605
843	0.1650439877
844	0.1649643373
845	0.1648658326
846	0.1648261052
847	0.1647750487
848	0.1647120595
849	0.1646117757
850	0.1645536374
851	0.1645203717
852	0.16443714
853	0.1643858623
854	0.1643158021
855	0.1642314843
856	0.1641415087
857	0.1640342632
858	0.1639255152
859	0.1638881946
860	0.1638157903
861	0.1637187109
862	0.1636534989
863	0.1636106539
864	0.1635403755
865	0.1635055354
866	0.1634716948
867	0.1633659812
868	0.1633045029
869	0.1631460508
870	0.1630362653
871	0.1629492303
872	0.1628894137
873	0.1627993193
874	0.1626337352
875	0.1625473916
876	0.162505292
877	0.1624857933
878	0.1624401234
879	0.162404514
880	0.1623633913
881	0.1622413102
882	0.1621601948
883	0.1620702041
884	0.1619923702
885	0.1619056459
886	0.1618615652
887	0.1618234044
888	0.1617253235
889	0.1616199239
890	0.1615439919
891	0.1615085224
892	0.161466743
893	0.1614016725
894	0.1613263007
895	0.1612714285
896	0.1612270795
897	0.1611520885
898	0.1610593332
899	0.1609923988
900	0.1609543605
901	0.1608910982
902	0.1608759281
903	0.1607939602
904	0.1607187758
905	0.1606379025
906	0.160530665
907	0.1604515762
908	0.1604170147
909	0.1603266395
910	0.1602335578
911	0.1601946762
912	0.1601479703
913	0.1601044436
914	0.1599642672
915	0.1598667877
916	0.1598041127
917	0.1597173802
918	0.1596489554
919	0.1596184657
920	0.159559614
921	0.1594627488
922	0.1593969724
923	0.1593137421
924	0.1592207835
925	0.159118686
926	0.1590596161
927	0.1589992936
928	0.1589455029
929	0.1588706797
930	0.1587240569
931	0.1586065965
932	0.1585589694
933	0.1585521305
934	0.1584777783
935	0.1584455847
936	0.1583309161
937	0.1582503377
938	0.1581534942
939	0.1581261414
940	0.1580941051
941	0.1580573939
942	0.1580144482
943	0.1579487541
944	0.1578999
945	0.1577433852
946	0.1576759807
947	0.1576370285
948	0.1575851097
949	0.1575278895
950	0.1574530467
951	0.1573618574
952	0.1573314777
953	0.1572906431
954	0.1572213595
955	0.1571712493
956	0.157122864
957	0.1570841026
958	0.1570163182
959	0.1569633078
960	0.1569071981
961	0.156816067
962	0.1567676194
963	0.1567168411
964	0.1566761902
965	0.1566171298
966	0.1565315658
967	0.1564447622
968	0.1563720982
969	0.1563304202
970	0.156270736
971	0.1561786862
972	0.1561364345
973	0.1560964826
974	0.1560603596
975	0.1559654689
976	0.1559165136
977	0.1558416828
978	0.1557680985
979	0.1557203051
980	0.1556772795
981	0.1556162818
982	0.1555683243
983	0.1555034838
984	0.1554518249
985	0.155341044
986	0.1552804511
987	0.1552347218
988	0.1551589805
989	0.1551200342
990	0.1550718877
991	0.1550478405
992	0.1549800998
993	0.1549184113
994	0.1548628875
995	0.1547972575
996	0.1546616136
997	0.1546345538
998	0.1545588392
999	0.1544915149
